156239.21	6.47186349e6	75.63	46.64	-13.29	0.0	2.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3047.6	1904.23	1072.66	769.268	571.413	419.355	314.771	232.894	172.254	127.905	89.3273	60.7878	45.5146	31.2786	20.8921	14.8957	10.3465	6.51641	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	80.8508	72.3256	63.7018	54.1349	45.2453	38.556	31.299	24.5066	19.7729	15.6339	11.7342	8.541	5.94956	4.04013	2.70693	1.71477	1.04324	0.625668	0.364029	0.207786	0.114811	0.0634213	0.0343528	100401.0	4.73528195e7
156231.09	6.47187541e6	75.42	47.31	-13.29	0.0	2.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2935.6	1841.68	1042.62	753.705	561.58	412.05	309.2	229.07	169.494	125.993	88.257	59.8759	44.8664	30.9551	20.677	14.7067	10.1635	6.46335	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	79.401	70.9896	62.5514	53.1258	44.434	37.8658	30.7366	24.0845	19.4346	15.374	11.5528	8.42018	5.87263	3.99373	2.68012	1.69991	1.03502	0.621199	0.362045	0.207227	0.114675	0.0634706	0.0344001	100401.0	4.735282e7
156222.65	6.47188727e6	75.25	47.82	-13.29	0.0	2.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2824.03	1770.46	1006.83	732.995	548.024	402.987	302.425	224.767	166.541	123.882	86.8408	59.0888	44.2878	30.6365	20.4496	14.5142	9.98831	6.40214	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	77.7811	69.5251	61.2727	52.0384	43.5519	37.132	30.1552	23.6552	19.102	15.1247	11.3829	8.30964	5.80523	3.95373	2.65831	1.68855	1.02918	0.61813	0.360578	0.206793	0.114547	0.0635035	0.0344372	100401.0	4.73528205e7
156213.94	6.47189874e6	75.12	48.06	-13.29	0.0	2.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2712.78	1692.25	965.964	707.957	531.245	392.392	294.653	220.031	163.427	121.616	85.1605	58.3825	43.7727	30.3323	20.2175	14.3179	9.82392	6.33328	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	76.4594	68.3965	60.2924	51.2479	42.9018	36.5923	29.7536	23.3607	18.8869	14.9698	11.2757	8.241	5.76544	3.92933	2.64523	1.68181	1.02627	0.616622	0.359631	0.206472	0.11443	0.0635321	0.0344788	100401.0	4.7352821e7
156204.86	6.47190978e6	75.01	48.04	-13.29	0.0	2.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2602.41	1611.62	922.369	681.013	512.874	381.034	286.496	215.054	160.263	119.314	83.4299	57.6579	43.298	30.0578	19.9972	14.1195	9.67398	6.26015	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	75.691	67.7745	59.8006	50.8927	42.6134	36.3657	29.6047	23.2563	18.8253	14.9305	11.2496	8.22538	5.75846	3.92372	2.64222	1.67984	1.0262	0.616532	0.359145	0.206249	0.114322	0.0635562	0.0345249	100401.0	4.73528215e7
156195.34	6.4719205e6	74.89	47.87	-13.29	0.0	2.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2494.29	1533.23	878.52	654.56	494.56	369.695	278.568	210.043	157.159	117.094	81.8603	56.822	42.8389	29.8264	19.8039	13.9211	9.54143	6.18666	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	75.3028	67.4623	59.627	50.7902	42.5513	36.3517	29.607	23.2686	18.8545	14.9557	11.2741	8.24325	5.7717	3.93055	2.64642	1.68129	1.02796	0.617343	0.35898	0.206099	0.114213	0.063566	0.0345632	100401.0	4.7352822e7
156185.41	6.47193099e6	74.76	47.67	-13.29	0.0	2.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2396.12	1462.58	837.513	630.162	477.451	358.857	271.213	205.183	154.162	114.973	80.5164	55.9046	42.3789	29.6245	19.6337	13.7265	9.42583	6.11599	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	74.8998	67.142	59.437	50.6639	42.4733	36.3296	29.5951	23.2758	18.8728	14.9749	11.2979	8.26312	5.78611	3.93929	2.65282	1.68403	1.03023	0.618407	0.358946	0.205982	0.114093	0.0635511	0.034581	100401.0	4.73528225e7
156175.2	6.47194134e6	74.61	47.55	-13.29	0.0	2.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2321.31	1405.96	802.938	608.636	462.237	348.724	264.522	200.634	151.259	112.865	79.3226	55.0551	41.9098	29.4106	19.4634	13.5394	9.32397	6.05036	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	74.232	66.617	59.0065	50.3415	42.2519	36.1601	29.4699	23.2036	18.8197	14.9458	11.2841	8.26009	5.78698	3.94097	2.65639	1.68577	1.03167	0.619063	0.358831	0.205848	0.113952	0.0635076	0.0345725	100401.0	4.7352823e7
156164.84	6.47195164e6	74.44	47.6	-13.29	0.0	2.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2283.44	1369.16	778.036	590.541	449.418	339.413	258.517	196.534	148.425	110.672	78.1729	54.4403	41.4272	29.1381	19.2661	13.3628	9.23251	5.99135	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	73.3597	65.9035	58.3694	49.8499	41.8991	35.8507	29.24	23.0436	18.6934	14.8606	11.2231	8.22375	5.76708	3.93014	2.65256	1.68394	1.03089	0.61863	0.358397	0.205638	0.113785	0.0634408	0.0345422	100401.0	4.73528235e7
156154.39	6.47196196e6	74.26	47.81	-13.29	0.0	2.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2287.84	1354.37	763.996	576.34	439.151	331.061	253.195	192.946	145.676	108.383	77.0274	54.0758	40.9318	28.7878	19.0324	13.1981	9.1491	5.93956	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	72.4409	65.1086	57.6797	49.2939	41.452	35.4545	28.9441	22.8105	18.5078	14.7217	11.1192	8.15251	5.7229	3.90334	2.63734	1.67582	1.02652	0.616422	0.357402	0.205293	0.113589	0.0633609	0.0344987	100401.0	4.7352824e7
